Student ID,CGPA,Internships,Projects,Workshops,AptitudeTestScore,SoftSkillsRating,PlacementTraining,Placed
2547,6.9,1,2,1,60,4.8,1,0
2548,8.7,1,3,0,87,4.8,1,0
2549,7.5,1,1,1,72,4.4,1,0
2550,7.6,1,2,0,86,4.2,1,0
2551,7.6,2,3,0,78,3.7,1,1
2552,8.5,2,1,1,80,3.6,0,0
2553,6.9,2,3,3,80,4.8,0,1
2554,8,1,3,2,90,4.8,1,1
2555,8.2,2,3,2,90,4.1,1,1
2556,8.2,1,3,2,89,4.5,1,1
2557,8.4,1,2,2,86,4.8,1,1
2558,8.2,1,3,2,90,4.8,1,1
2559,7.5,0,1,0,77,4.3,1,0
2560,8.4,1,3,2,90,4.8,1,1
2561,8.3,2,3,2,90,4.8,1,1
2562,8.4,0,2,2,86,4.7,1,0
2563,7.5,1,2,0,77,4.8,1,0
2564,7.6,1,1,2,73,4.2,0,0
2565,7.6,2,2,2,79,4.8,1,1
2566,8.3,1,2,0,76,4.4,1,1
2567,7.5,1,1,0,68,4.8,1,0
2568,7.4,1,1,0,66,3.8,1,0
2569,8.3,0,1,1,69,4.1,1,0
2570,8.4,1,3,2,90,4.7,1,1
2571,7.1,1,1,0,74,4.7,0,0
2572,8.4,0,2,0,81,3.8,1,1
2573,8.1,0,3,2,87,4.8,0,1
2574,7.4,1,1,3,74,4.1,1,0
2575,7.8,1,1,2,62,3.9,0,0
2576,8.2,2,3,0,81,4.7,0,0
2577,7.4,1,3,2,87,4.4,1,0
2578,6.6,1,1,1,83,3.9,0,0
2579,6.7,0,2,0,82,4.3,1,0
2580,6.5,0,1,1,73,3.8,1,0
2581,8,0,1,1,67,4.1,1,1
2582,7.9,1,3,0,78,4.2,1,1
2583,6.5,2,3,2,81,3.3,1,1
2584,8.7,2,3,2,90,4.8,1,1
2585,8.8,2,3,2,85,4.7,0,1
2586,6.6,1,1,0,60,4.2,1,0
2587,7.4,1,2,0,73,3.3,1,0
2588,8.8,1,1,0,69,4.7,1,0
2589,7.3,2,2,1,85,4.8,0,0
2590,8.5,2,3,2,90,4.7,1,1
2591,7.9,2,2,1,88,4.5,1,1
2592,6.6,1,3,2,76,4.5,1,1
2593,8.2,2,2,0,72,4.8,1,0
2594,7.5,1,2,1,76,4.2,1,0
2595,7.7,1,1,0,73,4,1,1
2596,8.2,2,3,2,90,4.8,1,1
2597,7.5,1,2,1,77,4.6,1,0
2598,7.1,1,1,1,87,4.2,0,0
2599,7.7,1,2,0,84,4.7,1,0
2600,7.3,1,1,0,68,4.3,0,0
2601,7.9,0,1,0,69,3.8,1,0
2602,8.2,0,2,2,90,4.8,1,1
2603,6.8,1,1,0,80,4.3,1,1
2604,7.3,1,1,0,62,4.1,0,0
2605,7.9,2,3,2,90,4.7,1,1
2606,8.4,2,3,2,90,4.8,1,1
2607,8.6,2,3,2,79,4.8,1,1
2608,8.5,1,1,0,80,4.6,0,0
2609,7.8,2,3,0,81,4.5,1,0
2610,7.3,0,3,2,90,4.1,1,1
2611,7.6,0,1,1,65,4.2,1,0
2612,8.5,0,2,2,86,4.8,1,1
2613,8.5,2,3,2,90,4.8,1,1
2614,8.4,2,3,2,90,4.5,1,0
2615,7.7,0,1,1,72,3.8,1,0
2616,7.7,0,2,0,80,4.3,1,0
2617,7.4,2,1,2,90,4.7,1,0
2618,6.6,1,1,0,72,4.1,0,1
2619,7.4,1,0,1,67,3.6,0,0
2620,7.9,2,1,0,77,4.3,0,0
2621,8.6,2,3,2,84,4.5,1,1
2622,7.5,1,1,1,69,3.7,0,0
2623,6.7,1,1,0,70,3.6,0,0
2624,7.8,1,3,2,90,4.1,0,0
2625,7.7,1,1,0,82,3.7,1,1
2626,7.6,1,1,0,89,4.2,1,0
2627,6.6,1,1,0,87,4.8,0,0
2628,6.7,2,1,2,77,4.1,1,0
2629,7.5,1,1,1,65,3.7,1,0
2630,8.4,1,3,1,80,4.4,1,0
2631,7.6,1,3,0,80,4.7,0,0
2632,7.5,1,2,0,62,3.9,0,0
2633,8.4,2,2,0,80,4,0,0
2634,7.5,1,1,0,80,4.7,0,1
2635,7.9,1,2,1,86,4.6,1,1
2636,6.5,0,1,0,76,4.6,1,0
2637,8.3,1,3,2,90,4.8,1,1
2638,8.1,1,3,2,86,4.6,1,1
2639,7.6,0,1,0,69,3.4,0,0
2640,8.4,2,3,2,90,4.8,1,1
2641,8,0,1,0,81,3.1,0,0
2642,8.1,1,2,0,89,4.8,1,0
2643,8.5,0,2,1,89,4.8,1,1
2644,8.9,2,1,2,90,4.7,1,1
2645,7.3,1,1,1,80,4.7,0,0
2646,7,2,1,0,75,3.8,1,1
2647,6.8,1,1,1,65,4.5,1,0
2648,7.4,0,1,0,72,3.6,0,0
2649,8.5,1,3,1,89,4.6,1,0
2650,7.9,2,1,3,70,4,1,1
2651,8.5,1,2,0,85,4.3,1,1
2652,7.6,0,2,2,76,4.2,1,0
2653,7.8,2,3,2,90,4.6,1,1
2654,7.3,1,1,1,67,3.4,0,0
2655,8.5,1,3,3,88,4.4,1,1
2656,8.5,2,2,2,90,4.8,1,1
2657,6.5,0,1,2,63,3.9,0,0
2658,7.4,1,3,2,83,4.8,1,1
2659,7.6,1,2,0,75,3.9,1,0
2660,7.5,1,3,2,78,4.6,1,1
2661,8.5,2,2,3,67,4.6,0,0
2662,7.5,1,2,0,74,4.3,0,0
2663,6.5,1,1,1,72,4.4,0,0
2664,7.7,0,3,0,83,4.2,1,0
2665,7.5,0,1,0,80,4.5,1,0
2666,7.6,1,3,0,72,4,0,0
2667,8.2,2,3,2,90,4.8,1,1
2668,6.5,0,1,1,60,3.2,0,0
2669,6.9,0,1,0,73,3,0,0
2670,8.6,2,3,2,90,4.8,1,1
2671,6.8,1,1,0,82,4.2,0,0
2672,8.4,1,1,1,82,4.3,1,0
2673,6.7,1,2,0,90,4.7,1,1
2674,7.5,1,1,2,78,4.4,1,0
2675,8.1,1,1,1,78,4.3,1,0
2676,8.3,1,3,1,81,4.3,1,0
2677,6.5,0,1,0,72,4.6,0,0
2678,7.2,1,2,3,78,4.5,1,0
2679,8.5,1,3,2,84,4.6,1,1
2680,7.2,1,1,1,66,3.8,0,0
2681,6.5,1,1,0,77,3.9,0,0
2682,6.5,1,1,1,79,3.8,1,0
2683,6.5,0,2,0,79,3.6,1,0
2684,6.5,1,2,0,73,3.6,1,0
2685,7,1,2,0,72,4.1,1,0
2686,8.4,1,3,1,83,4.2,1,1
2687,7.9,1,3,0,83,4.6,1,1
2688,8.5,2,3,1,90,4.7,1,1
2689,8.4,1,3,2,77,4.5,1,1
2690,6.5,1,2,0,84,4.7,1,0
2691,6.5,1,2,1,73,4.1,1,0
2692,7.6,1,2,0,80,3.7,1,0
2693,8.4,1,3,2,86,4.7,1,1
2694,8.3,0,1,2,84,4.8,1,1
2695,7.6,1,2,0,73,4.4,1,1
2696,7.7,1,1,1,66,3.3,0,0
2697,7.2,1,2,0,69,4.5,1,1
2698,8.3,2,2,2,77,4,1,1
2699,8.6,1,3,1,85,4.6,1,1
2700,8.4,2,3,2,90,4.8,1,1
2701,6.7,1,1,0,86,4.8,1,1
2702,7.3,0,1,0,81,4.2,1,0
2703,8.5,2,3,2,90,4.8,1,1
2704,7.3,1,1,0,78,3.7,0,0
2705,7.5,1,2,2,72,4.1,1,0
2706,8.6,2,3,2,90,4.7,1,1
2707,8.8,1,3,3,90,4.8,1,0
2708,7.5,0,2,0,80,4.4,1,0
2709,8.5,2,1,2,83,4.3,1,0
2710,7.9,2,3,2,90,4.8,1,1
2711,6.6,1,1,1,71,4,1,0
2712,8.5,2,3,2,90,4.7,1,1
2713,6.8,1,1,0,73,4.3,0,0
2714,8.6,1,2,2,76,4.4,0,0
2715,6.5,1,1,1,79,4.2,1,1
2716,6.5,1,1,0,69,4.3,1,0
2717,6.5,0,3,0,71,3.8,1,0
2718,8.4,0,3,0,86,4.6,1,1
2719,6.5,0,1,0,68,3.6,1,0
2720,8.2,0,3,2,78,4.8,0,1
2721,7.5,1,1,0,69,4.3,0,0
2722,7.4,0,1,1,69,3.5,1,0
2723,8.3,2,2,0,78,4.1,1,1
2724,7.7,0,3,0,87,4.7,1,1
2725,7.4,1,1,2,84,4.7,1,1
2726,8.4,1,2,0,78,4.2,1,0
2727,7.6,1,3,2,84,4.2,1,0
2728,7.9,0,3,1,77,4,1,0
2729,7.6,1,1,0,75,3.6,1,0
2730,7.6,0,2,0,79,4.6,1,0
2731,6.6,1,2,1,62,3.4,1,0
2732,8.1,1,3,2,89,4.8,1,1
2733,7.4,1,2,1,71,4.3,1,0
2734,7.7,2,3,2,90,4.8,1,1
2735,6.5,1,1,1,72,3.3,1,0
2736,8.1,2,3,2,90,4.7,1,1
2737,7.6,2,2,1,84,4.8,1,0
2738,7.9,0,1,2,77,4.8,1,1
2739,8.5,1,3,2,88,4.8,1,0
2740,8.1,2,3,2,82,4.7,1,1
2741,8.4,2,3,0,86,4.7,1,1
2742,8.8,2,3,2,90,4.8,1,1
2743,7.6,1,3,0,80,4.8,1,1
2744,8.3,2,3,2,90,4.8,1,1
2745,8.2,0,1,1,68,3.8,0,1
2746,6.5,0,1,0,72,4.1,0,0
2747,7.7,2,3,0,71,3.8,0,0
2748,7.9,1,2,1,70,4.3,1,0
2749,8.1,2,3,2,85,4.6,1,1
2750,8.6,1,3,0,90,4.8,1,1
2751,7.7,0,2,1,72,4.4,1,0
2752,8.6,0,3,2,90,4.8,1,1
2753,8.1,1,2,0,81,4.2,0,0
2754,6.5,1,1,0,70,4.2,1,0
2755,8.2,1,2,2,80,4.4,1,1
2756,8.4,2,3,2,90,4.4,1,1
2757,8.4,2,3,2,90,4.8,1,1
2758,8.6,1,3,3,78,4.7,1,1
2759,6.5,1,1,1,74,3.8,0,0
2760,7.5,2,1,1,82,4.7,0,0
2761,8.3,1,1,3,76,4.2,1,0
2762,8,0,3,2,87,4.5,1,1
2763,7.6,2,1,0,90,4.8,1,0
2764,8,0,3,1,86,4.3,1,1
2765,8.5,1,1,2,90,4.7,1,1
2766,8.4,2,1,1,79,4.3,1,1
2767,8.2,0,3,0,90,4.5,0,0
2768,7.9,0,3,2,89,4.7,1,1
2769,6.5,0,2,2,77,4.6,1,0
2770,8.1,0,1,0,68,4.2,0,0
2771,7.3,0,1,0,64,3.7,0,0
2772,8.5,0,1,2,83,4.2,0,1
2773,8.3,1,3,2,87,4.8,1,1
2774,7.7,0,3,0,83,4.5,1,0
2775,9,0,3,2,86,4.8,1,1
2776,7,1,2,1,78,4,0,0
2777,7.5,1,1,1,71,4.5,0,0
2778,7.1,0,1,1,69,4.8,0,0
2779,8.2,1,2,2,71,4.4,1,1
2780,8.1,2,3,2,82,4.2,1,0
2781,7.3,0,1,1,84,4.7,0,0
2782,8.4,1,3,1,79,4,1,0
2783,7.5,1,2,2,89,4.8,1,1
2784,7.5,1,3,1,84,4,0,1
2785,7.4,1,3,0,85,4.6,0,0
2786,6.5,1,1,1,76,4.2,1,0
2787,6.8,1,3,2,83,4.7,0,0
2788,8.6,1,3,2,87,4.1,1,1
2789,6.8,0,1,0,84,4.1,1,1
2790,7.5,1,1,1,77,3.8,1,0
2791,8.4,1,3,2,85,4.2,1,1
2792,6.7,2,1,2,82,4.6,1,0
2793,8.5,1,2,0,87,4.7,1,1
2794,8.2,0,3,0,86,4,1,1
2795,6.5,1,1,1,79,4.4,1,0
2796,8.1,1,3,2,90,4.5,1,1
2797,7,0,1,0,69,4.5,0,0
2798,7.5,0,1,1,72,3.5,1,0
2799,7.9,1,1,0,80,3.8,0,0
2800,6.9,0,1,0,70,4.3,0,0
2801,8.8,1,3,2,90,4.8,1,1
2802,8.4,2,3,2,90,4.8,1,0
2803,8.3,1,3,2,87,4.4,1,1
2804,6.7,1,3,1,76,4.4,1,1
2805,7.4,1,1,1,77,4.1,0,0
2806,7.4,2,3,2,75,4.2,1,0
2807,6.7,1,1,0,74,3.9,1,0
2808,7.7,1,2,1,81,4.8,1,1
2809,7.5,0,1,1,67,4.4,1,0
2810,6.5,1,1,0,77,3.9,1,0
2811,6.5,1,2,1,89,4.6,1,0
2812,8.5,1,3,1,82,4.7,1,1
2813,7.9,1,2,2,90,4.2,1,1
2814,7.2,1,1,1,67,4.3,0,0
2815,7.4,2,2,1,74,3.8,1,0
2816,8.6,1,2,0,80,4.2,0,0
2817,8.5,0,3,2,90,4.7,1,1
2818,8.4,2,2,3,90,4.6,1,1
2819,7.5,1,1,1,79,3.2,1,0
2820,7.8,1,2,0,75,4.5,1,1
2821,8.1,2,3,2,90,4.8,1,1
2822,8.6,2,3,2,79,4.8,1,1
2823,7.6,1,3,1,86,4.6,1,0
2824,7.5,1,3,3,68,4.1,1,0
2825,7.3,1,1,0,84,4.5,1,0
2826,6.5,1,2,1,74,3.2,0,0
2827,6.6,0,1,0,61,3.8,0,0
2828,7.8,1,1,1,83,4,1,1
2829,7.5,1,1,1,60,3,0,0
2830,8.4,2,2,2,77,4.8,1,1
2831,7.1,2,3,2,88,4.5,1,1
2832,8,2,3,1,73,4.4,1,0
2833,7.2,1,3,2,80,4.6,0,1
2834,8.1,1,2,2,84,4.3,1,0
2835,6.6,1,2,0,60,4.7,1,0
2836,8.6,2,2,1,74,4,0,0
2837,6.8,1,1,1,71,4.3,1,0
2838,7.3,1,1,0,70,3.9,0,0
2839,7.9,1,2,1,86,4.8,1,0
2840,7.5,1,1,0,71,4,0,0
2841,8.2,2,3,2,90,4.7,1,1
2842,6.5,1,2,1,71,4.3,1,0
2843,8,1,2,0,86,4.8,1,0
2844,8.1,1,3,1,68,4.7,1,0
2845,8.4,2,3,2,79,4.4,0,0
2846,6.5,1,3,0,64,4.6,0,0
2847,8.4,1,3,0,87,4.3,1,0
2848,8.4,1,3,0,81,4.8,1,1
2849,8.4,2,3,1,80,4.6,1,0
2850,7.9,0,3,1,90,4.4,1,1
2851,6.8,1,2,0,67,3.2,0,0
2852,7.3,1,3,0,90,4.7,1,0
2853,7.7,1,1,0,72,4.2,0,0
2854,7.3,1,1,0,66,3.8,0,0
2855,8.5,2,3,0,89,4.8,1,1
2856,8.1,1,3,2,88,4.4,1,1
2857,8,2,3,2,90,4.8,1,1
2858,8.8,0,1,2,90,4.8,1,0
2859,8.1,2,3,2,90,4.7,1,1
2860,7.6,2,3,0,78,4.8,1,1
2861,8.4,2,3,0,90,4.8,1,1
2862,7.9,1,3,1,75,4.6,1,0
2863,8.3,2,2,2,90,4.7,0,0
2864,8.5,2,2,2,65,4.4,1,0
2865,8.4,2,3,2,90,4.8,1,1
2866,8.6,2,3,2,89,4.8,1,0
2867,7.7,1,3,1,76,4,0,0
2868,7.6,1,1,0,83,4,0,0
2869,8.2,2,3,2,81,4.8,1,1
2870,8,2,3,0,90,4.3,1,1
2871,6.5,1,1,0,78,4.5,1,0
2872,7.7,0,2,0,80,4.3,1,0
2873,8.3,2,3,2,90,4.8,1,1
2874,7.3,1,2,0,81,3.7,1,0
2875,6.5,0,3,0,72,4.1,1,0
2876,7.5,1,2,0,79,4.7,0,0
2877,7.8,1,2,0,78,4.8,1,0
2878,7.3,1,2,0,66,4.6,1,0
2879,7.6,0,1,0,88,4.3,1,0
2880,8.1,1,1,1,79,3.4,1,0
2881,7.9,2,3,2,90,4.8,1,1
2882,7.6,1,1,0,68,4.3,0,0
2883,8.2,2,3,1,85,4.6,1,1
2884,7.6,2,3,0,90,4.8,0,0
2885,8.1,2,2,0,84,4.8,1,1
2886,6.6,1,1,0,75,4.8,0,0
2887,8.3,1,2,2,90,4.8,1,1
2888,6.5,1,2,0,68,4.4,1,1
2889,6.5,1,1,1,79,4.2,0,0
2890,8.1,1,3,2,78,4.7,1,0
2891,6.5,1,2,1,63,4,0,0
2892,8.3,2,1,0,80,4.7,1,1
2893,7.3,0,3,2,89,4.5,1,1
2894,7.6,1,3,2,79,4.3,1,0
2895,6.7,1,1,1,82,4.3,1,0
2896,8.3,1,2,1,84,4.3,1,0
2897,7.5,0,1,0,72,4.1,0,0
2898,7.6,1,1,1,75,4.1,0,0
2899,8,2,3,2,89,4.8,1,1
2900,8.6,1,1,2,87,3.9,1,1
2901,8.4,2,2,2,86,4.8,1,1
2902,6.5,1,1,0,67,3.5,0,0
2903,8.2,1,3,3,82,4,1,0
2904,7.8,1,1,1,82,3.9,1,0
2905,6.7,1,1,0,76,4.2,1,0
2906,6.8,0,1,1,70,3,0,0
2907,8.3,2,3,2,90,4.8,1,1
2908,7.5,1,1,1,72,4.6,0,0
2909,7.4,1,1,1,77,3.9,1,0
2910,6.6,1,2,1,68,4.7,0,0
2911,8.4,1,3,0,82,4.1,1,0
2912,6.7,1,2,1,64,3.8,1,0
2913,7.8,2,3,2,83,4.8,1,0
2914,8.7,2,3,2,81,4.8,1,1
2915,6.6,1,1,0,71,4.5,0,0
2916,8.4,2,3,2,90,4.6,1,1
2917,8.1,0,1,0,71,4,1,0
2918,7.8,0,3,2,85,4.3,0,0
2919,8.2,2,3,2,90,4.8,1,1
2920,7.6,1,3,0,82,3.8,1,0
2921,7.7,1,1,1,71,4.4,1,0
2922,7.6,1,2,2,65,4.8,0,0
2923,8.4,1,3,0,82,4.8,1,1
2924,7.7,1,3,1,84,3.9,1,0
2925,6.6,0,3,0,86,4.8,0,0
2926,7.2,1,1,1,62,4,0,0
2927,7.5,0,2,1,69,4.5,1,0
2928,6.5,1,1,1,68,4.6,0,0
2929,8.3,2,3,0,85,4.7,1,0
2930,8.9,1,3,2,83,4.6,1,1
2931,7.3,1,1,1,68,3.3,1,0
2932,7.8,1,1,0,77,4.1,1,0
2933,7.5,1,1,0,68,3.7,0,0
2934,8.6,1,1,3,81,4.7,1,1
2935,7.5,0,2,0,63,4.5,1,1
2936,8.6,2,3,1,90,4.8,1,1
2937,6.9,1,1,0,67,4.1,1,0
2938,8.3,1,3,2,90,4.8,1,1
2939,7.9,0,1,1,73,4.1,1,0
2940,8.2,1,2,2,90,4.7,1,0
2941,7.9,1,1,0,72,3.6,0,0
2942,6.5,1,2,2,70,4.1,0,0
2943,7.7,1,1,0,67,3.6,0,0
2944,8.1,2,1,0,86,4.3,1,0
2945,8.2,2,3,2,83,3.8,1,0
2946,8,1,2,0,85,4.3,1,0
2947,7.9,1,3,2,88,4.5,0,1
2948,8.5,1,3,2,90,4.8,1,1
2949,6.7,1,1,0,71,4.3,1,1
2950,7.3,0,1,1,80,4.5,1,0
2951,8.1,1,3,2,90,4.8,1,1
2952,9.1,2,1,3,84,4.8,1,1
2953,8.6,1,3,2,89,4.6,1,1
2954,6.7,2,1,1,77,4.5,1,0
2955,7.9,1,2,0,66,4.5,1,0
2956,8.3,1,3,2,74,4.7,1,0
2957,8.6,1,3,2,82,4.8,1,1
2958,7.1,1,1,0,74,4.6,0,0
2959,7.3,1,1,0,77,4.3,1,0
2960,7.7,1,3,2,85,4.8,1,1
2961,8.5,1,3,0,74,4.3,1,1
2962,7.5,1,2,1,76,3.4,0,0
2963,6.5,0,2,1,72,3.9,1,0
2964,7,2,2,1,74,4.3,1,0
2965,7.8,1,3,1,90,4.4,1,1
2966,8.4,2,3,2,89,4.6,1,1
2967,6.7,2,1,1,75,4.6,0,0
2968,8.6,0,3,2,85,4.7,1,1
2969,8.1,1,2,2,84,4.5,1,1
2970,7.8,2,3,2,90,4.8,1,1
2971,6.5,1,1,1,83,4.7,0,0
2972,8.6,0,3,1,81,4.6,1,1
2973,8.1,1,3,2,70,4.7,1,1
2974,8.5,2,3,2,86,4.7,0,0
2975,6.5,0,2,1,80,3.9,0,0
2976,8.3,1,2,1,74,4.2,1,0
2977,7.6,2,3,0,90,4.8,1,1
2978,6.8,1,1,2,84,4.5,1,0
2979,8.1,0,2,0,75,4.3,1,0
2980,8.2,2,3,2,90,4.8,1,1
2981,7.8,2,3,3,82,4.3,1,0
2982,7.7,0,1,1,77,3.3,0,0
2983,8.7,1,2,1,90,4.6,1,1
2984,7.8,0,2,1,65,4.3,0,1
2985,8.3,1,2,2,83,4.2,1,1
2986,6.8,1,1,1,84,4.2,0,0
2987,7.4,1,1,0,77,4.2,1,0
2988,8.6,2,3,2,88,4.5,1,0
2989,6.5,1,1,1,60,3.4,0,0
2990,8.4,1,3,2,80,4.4,1,0
2991,8.3,2,3,2,86,4.8,1,1
2992,7.6,1,2,1,75,4.3,1,1
2993,7.5,1,2,0,67,4.2,0,0
2994,6.5,2,3,0,84,4.8,1,0
2995,6.5,0,1,1,90,3.7,1,0
2996,8.1,1,1,1,77,4.6,1,0
2997,6.7,1,2,1,85,4.4,1,0
2998,7.1,1,2,0,72,4.4,0,0
2999,8.4,2,3,2,90,4.7,1,1
3000,7.6,0,3,0,90,4.7,1,0
3001,6.5,1,1,0,79,4.4,1,0
3002,8.2,1,3,2,85,4.4,1,1
3003,6.5,1,1,1,64,3.4,0,0
3004,8.2,1,2,1,90,4.8,0,0
3005,8.7,2,3,2,90,4.8,1,1
3006,8.3,2,3,2,89,4.1,1,1
3007,7.9,1,2,2,83,4.5,0,1
3008,6.7,0,2,1,79,3.3,0,0
3009,7.6,0,1,0,69,4.7,0,0
3010,8.2,2,3,2,90,4.8,1,1
3011,6.5,1,2,1,82,4.4,1,0
3012,8.3,1,2,1,81,4,1,0
3013,8.3,1,3,1,73,4.5,1,1
3014,6.5,2,3,0,88,4.5,0,0
3015,7.6,1,2,1,73,4.3,1,0
3016,6.5,1,1,1,71,4.1,0,0
3017,6.5,1,1,0,79,4.4,1,0
3018,8.1,2,2,2,90,4.6,0,0
3019,7.6,2,2,2,81,4.3,1,0
3020,8.3,2,3,2,87,4.7,1,1
3021,7.5,0,1,1,62,3.7,0,0
3022,7.7,1,3,2,78,4.1,1,1
3023,7.7,0,2,2,72,4.8,0,0
3024,8.8,2,3,2,90,4.8,1,1
3025,6.5,1,2,1,80,4.8,0,0
3026,7.3,1,2,3,85,4.3,1,0
3027,6.5,0,1,0,80,4.3,0,0
3028,7.7,1,3,2,83,4.8,1,1
3029,8.7,1,3,2,72,4.8,1,1
3030,7.6,1,3,0,75,4,1,0
3031,7.8,1,1,0,74,3.8,0,0
3032,8,1,3,2,88,3.9,0,1
3033,7.8,1,3,1,80,4.2,1,0
3034,7.4,1,1,1,79,4,0,1
3035,7.3,1,3,0,87,4.3,1,1
3036,8,2,3,3,84,4,1,0
3037,7.3,1,1,1,66,4.4,0,0
3038,7.4,1,2,1,66,4.3,0,0
3039,8.3,1,2,2,87,4.3,1,1
3040,8.3,1,3,1,83,4.1,1,0
3041,8.9,0,2,1,79,4.6,0,0
3042,7.9,1,1,0,68,3.9,0,0
3043,7.5,1,1,0,73,4,0,0
3044,8.3,1,2,0,78,4.4,1,0
3045,7.6,2,1,2,79,4.4,1,0
3046,6.5,0,1,1,64,4.5,1,0
3047,7.6,0,1,0,71,4,1,0
3048,8.3,1,2,2,78,4.4,1,1
3049,8.4,2,3,2,90,4.8,1,1
3050,7.8,2,3,2,90,4.5,1,1
3051,8.2,1,1,1,76,3.5,1,1
3052,8.6,1,3,0,77,4,1,0
3053,7.4,0,1,1,82,4.5,1,0
3054,7.4,1,2,2,77,4.6,1,1
3055,8.4,2,2,2,78,4.1,1,1
3056,8.5,2,3,2,85,4.8,1,1
3057,6.5,1,1,1,76,3.9,1,0
3058,8.3,2,3,2,87,4.8,1,1
3059,7.3,1,2,1,70,4,0,0
3060,7.7,1,1,0,67,4.4,1,0
3061,8.2,2,2,2,76,4.3,1,1
3062,8.1,2,3,2,89,4.8,1,0
3063,6.5,1,1,0,70,4.1,1,0
3064,8.8,2,3,2,90,4.6,1,1
3065,8.6,2,3,2,90,4.8,1,1
3066,6.5,1,2,1,79,3.9,1,0
3067,8.1,0,1,0,70,3.6,1,0
3068,6.9,1,2,1,68,3.8,1,0
3069,8.7,2,3,2,89,4.5,1,1
3070,7.2,1,1,1,63,3.9,0,0
3071,6.5,1,1,0,78,3.9,1,0
3072,6.5,1,3,0,83,4.8,0,0
3073,8.2,1,3,2,83,4.3,0,0
3074,7.9,2,3,2,90,4.7,1,1
3075,8.7,2,3,2,86,4.8,1,1
3076,7.7,0,3,2,90,4.5,1,1
3077,8,0,2,2,75,3.8,0,0
3078,7.7,1,1,1,90,4.1,1,1
3079,6.5,2,3,2,79,3.7,1,1
3080,6.5,1,2,0,73,4.5,1,0
3081,7.9,1,3,2,82,4.4,1,0
3082,8.2,1,1,0,75,4.5,0,0
3083,8.3,1,3,2,74,4.4,1,1
3084,8.7,1,3,1,71,4.8,1,1
3085,7.7,1,1,1,68,4.2,1,0
3086,8.3,2,3,2,90,4.8,1,1
3087,7.7,1,1,0,81,4.3,0,1
3088,6.6,0,2,2,77,4.2,1,0
3089,7.7,1,1,2,69,4.7,1,0
3090,7.1,1,1,1,72,3.9,0,0
3091,6.5,1,1,0,74,3.6,1,0
3092,8.1,1,2,0,90,4.6,1,1
3093,6.7,2,1,1,69,3.8,1,0
3094,7.4,1,2,1,66,3.5,0,0
3095,7.6,1,2,0,65,4.8,1,0
3096,8.4,2,3,0,90,4.7,1,1
3097,7.8,1,1,0,78,4.4,0,0
3098,8.5,1,3,2,90,4.8,1,1
3099,7.6,1,1,1,60,4.4,1,0
3100,7.7,1,1,0,81,3.9,1,0
3101,8.8,2,3,2,90,4.8,1,1
3102,7.7,1,1,1,82,3.8,0,0
3103,7.6,1,1,1,81,4.5,1,0
3104,7.9,2,1,1,80,4.7,1,1
3105,8.7,2,3,1,90,4.8,1,0
3106,6.7,1,1,0,75,4.1,0,0
3107,7,1,2,1,83,4.8,1,0
3108,7.6,1,1,0,62,4.2,1,0
3109,7,1,3,2,75,4.4,1,1
3110,7.4,1,2,1,75,4.3,1,0
3111,7.1,1,1,2,71,4.2,1,0
3112,8.1,2,3,0,66,4.2,0,0
3113,7.6,1,1,1,62,3.8,1,0
3114,8.3,1,3,2,89,4.8,1,1
3115,6.8,1,1,0,69,4,0,0
3116,7.4,0,1,1,67,3.4,0,0
3117,7.2,1,2,1,72,4.4,1,0
3118,7.9,1,3,1,82,4.1,1,0
3119,8.1,1,2,1,85,4.7,1,0
3120,7.7,1,2,2,85,4.8,1,1
3121,7.4,1,1,0,68,3.5,0,0
3122,6.6,0,1,2,79,4.2,0,1
3123,7.6,1,2,0,80,3.8,1,0
3124,8,1,2,2,73,4.4,0,0
3125,6.9,1,1,1,65,4.4,1,0
3126,8.3,1,3,1,87,4.4,1,1
3127,8.6,1,3,1,85,4.8,0,0
3128,7.4,1,1,1,70,3.7,0,0
3129,6.9,0,2,0,63,4.3,0,0
3130,7.3,0,1,0,75,3.9,1,0
3131,8.5,1,2,2,79,4.3,1,1
3132,7.7,0,2,0,77,4.6,1,0
3133,7.6,0,1,1,71,3.9,1,0
3134,7.2,1,1,0,76,4,1,0
3135,8.2,2,1,1,75,3.7,1,0
3136,7.5,1,2,0,81,4,1,1
3137,8,2,3,2,88,4.6,1,1
3138,7.6,0,3,0,82,4.4,0,0
3139,8.3,1,2,0,78,4.5,1,0
3140,7.4,1,2,2,77,3.7,1,0
3141,7.8,1,2,1,77,4.6,1,1
3142,7.5,0,1,0,66,4.2,0,0
3143,8.7,2,3,2,90,4.8,1,1
3144,8.2,0,3,0,90,4.4,1,1
3145,7.6,1,3,0,81,4.7,1,1
3146,7.8,1,1,1,79,3.8,0,1
3147,8.1,1,2,2,83,4.5,1,0
3148,8,1,3,2,90,4.8,1,0
3149,8.3,2,2,2,76,4.6,1,1
3150,6.5,1,1,0,70,4.4,1,0
3151,7.9,0,3,0,87,3.9,1,0
3152,7.7,0,3,0,88,4.8,1,1
3153,8.1,2,3,2,86,4.7,1,1
3154,7.4,1,1,0,77,4.5,1,0
3155,7.9,2,3,2,90,4.8,0,1
3156,6.6,0,1,0,73,4.3,1,0
3157,6.5,0,1,0,71,3.9,1,0
