StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,PlacementTraining,PlacementStatus
1537,7.7,2,3,2,82,4.8,Yes,Placed
1538,7.8,2,2,0,69,3.7,No,NotPlaced
1539,6.7,0,1,0,66,3.7,Yes,Placed
1540,7.5,1,2,1,78,4.8,Yes,NotPlaced
1541,6.5,0,1,0,78,3.5,Yes,NotPlaced
1542,7.6,1,1,2,81,4.2,Yes,NotPlaced
1543,6.7,1,1,0,74,4.1,Yes,NotPlaced
1544,8.1,2,3,0,84,4.8,Yes,Placed
1545,8.1,1,3,1,74,4.6,No,NotPlaced
1546,7.8,2,3,2,90,4.8,No,Placed
1547,7.3,1,1,1,84,3.9,No,NotPlaced
1548,8.1,2,3,1,90,4.5,Yes,Placed
1549,8.3,1,1,1,90,4.8,Yes,Placed
1550,8.6,1,3,2,86,4.5,Yes,Placed
1551,7.5,2,3,2,88,4.8,Yes,NotPlaced
1552,7.7,1,2,2,81,4,Yes,Placed
1553,6.5,1,1,1,67,3.7,Yes,NotPlaced
1554,8.2,2,3,2,81,4.8,No,Placed
1555,7.6,2,2,1,77,4.1,No,NotPlaced
1556,7.8,2,3,1,79,4.6,No,NotPlaced
1557,7.4,0,2,1,76,4.1,No,NotPlaced
1558,6.7,1,1,1,60,4.3,No,NotPlaced
1559,8.3,1,3,2,88,4.4,Yes,Placed
1560,8.3,2,3,0,90,4.7,Yes,Placed
1561,7.5,1,1,1,77,3.9,Yes,NotPlaced
1562,7.6,1,2,1,87,3.8,Yes,NotPlaced
1563,7.5,1,1,1,87,4.2,Yes,NotPlaced
1564,7.5,1,1,1,60,3.5,Yes,NotPlaced
1565,7.4,1,2,0,82,4.6,Yes,NotPlaced
1566,7.6,1,1,0,74,4.6,Yes,NotPlaced
1567,7.7,1,1,1,72,4.4,No,NotPlaced
1568,8.1,1,1,0,80,4.5,No,NotPlaced
1569,7.7,1,3,0,85,4.8,Yes,Placed
1570,8.4,2,3,2,90,4.8,Yes,Placed
1571,7.4,1,1,0,81,4,Yes,NotPlaced
1572,8.9,2,3,2,90,4.8,Yes,Placed
1573,8.5,1,2,1,73,4.2,Yes,NotPlaced
1574,8.2,2,3,2,90,4.8,No,Placed
1575,7.5,2,3,2,79,4.1,Yes,Placed
1576,7.6,1,3,2,84,4.4,Yes,Placed
1577,7.6,1,1,1,62,4.2,No,NotPlaced
1578,8.1,0,3,0,90,4.8,Yes,Placed
1579,8.8,0,3,0,90,4.1,Yes,Placed
1580,6.6,1,3,1,75,3.9,Yes,NotPlaced
1581,7.5,1,1,1,78,4.2,Yes,NotPlaced
1582,8.4,1,1,2,81,4.8,No,Placed
1583,7.5,2,3,0,69,3.9,Yes,NotPlaced
1584,8.5,1,3,2,90,4.7,Yes,Placed
1585,7.5,0,3,0,83,3.9,Yes,NotPlaced
1586,8.2,1,2,0,81,4,Yes,NotPlaced
1587,7.7,1,1,0,74,4,Yes,Placed
1588,6.6,1,1,0,63,3.3,No,NotPlaced
1589,7.7,1,1,1,69,4.2,No,NotPlaced
1590,7.6,1,3,0,83,4.1,Yes,NotPlaced
1591,8.2,1,3,0,84,4.6,Yes,Placed
1592,7.7,1,2,0,73,4.8,Yes,NotPlaced
1593,9,1,3,2,78,4.8,Yes,Placed
1594,7.5,0,3,0,78,4.2,Yes,Placed
1595,7.9,1,3,2,84,4.8,No,Placed
1596,7.4,2,3,3,86,4.2,Yes,NotPlaced
1597,7.3,1,2,1,69,4.3,No,NotPlaced
1598,7,1,1,0,60,3.3,Yes,NotPlaced
1599,8.4,2,3,2,90,4.5,Yes,Placed
1600,6.8,1,1,1,60,4.4,Yes,NotPlaced
1601,8.2,1,3,0,88,4.8,Yes,Placed
1602,6.6,0,2,0,73,4.2,Yes,NotPlaced
1603,7.5,1,3,0,80,4.5,No,NotPlaced
1604,6.5,2,1,1,72,3.7,No,NotPlaced
1605,7.9,2,3,2,90,4.8,Yes,Placed
1606,8.2,0,2,0,89,4.1,Yes,NotPlaced
1607,7.4,1,2,0,67,3.3,No,NotPlaced
1608,8.1,1,3,1,71,4.1,Yes,NotPlaced
1609,6.5,1,1,1,78,4,No,NotPlaced
1610,7.6,1,1,1,68,4.1,No,NotPlaced
1611,7,1,2,0,78,4.7,Yes,NotPlaced
1612,8.3,2,2,2,68,4.8,Yes,Placed
1613,7.7,2,3,2,86,4.4,Yes,Placed
1614,7.5,1,1,0,70,3.5,Yes,NotPlaced
1615,7.5,1,1,0,78,4.1,No,NotPlaced
1616,8.6,2,3,3,87,4.8,Yes,Placed
1617,6.6,1,2,0,61,3.9,No,NotPlaced
1618,8.1,2,1,3,86,4.7,No,Placed
1619,8.9,0,3,2,85,4.6,Yes,NotPlaced
1620,7.7,1,1,0,80,4.5,No,NotPlaced
1621,6.5,0,1,1,70,3.6,No,NotPlaced
1622,8.3,2,3,2,79,4.7,Yes,Placed
1623,7.8,1,2,1,77,4.5,Yes,Placed
1624,7.4,1,3,3,84,4.6,Yes,Placed
1625,7.8,1,2,1,83,3.5,Yes,NotPlaced
1626,6.6,1,1,1,69,4.3,No,NotPlaced
1627,7.5,1,2,1,79,4.7,Yes,NotPlaced
1628,7.6,0,1,1,61,4.3,No,NotPlaced
1629,8,1,1,0,75,4.3,Yes,Placed
1630,6.8,0,2,1,72,4.4,No,NotPlaced
1631,7.7,1,2,0,82,4.4,Yes,Placed
1632,6.5,0,1,0,69,4,No,NotPlaced
1633,6.5,1,2,0,82,4.1,Yes,NotPlaced
1634,6.5,1,2,0,78,4.3,No,NotPlaced
1635,8.1,2,3,2,90,4.7,Yes,Placed
1636,7.7,1,2,0,76,4.6,Yes,NotPlaced
1637,8.2,1,3,1,82,4.8,Yes,NotPlaced
1638,6.5,1,2,0,79,4.5,No,NotPlaced
1639,7.6,1,2,1,69,3.9,No,NotPlaced
1640,9,0,2,2,86,4.5,Yes,Placed
1641,7.5,1,1,0,81,3.8,Yes,NotPlaced
1642,7.5,1,2,0,76,4.5,Yes,Placed
1643,6.7,1,1,1,81,4.5,Yes,NotPlaced
1644,8.4,2,3,0,84,4.8,Yes,NotPlaced
1645,6.8,0,3,0,83,4.3,Yes,Placed
1646,8.2,2,3,2,90,4.6,Yes,Placed
1647,8.5,0,3,2,90,4.3,Yes,Placed
1648,7.3,1,1,1,72,4.1,Yes,NotPlaced
1649,8.5,2,3,2,90,4.5,Yes,Placed
1650,8,0,3,2,85,4.7,Yes,Placed
1651,8.2,2,3,2,90,4.1,Yes,Placed
1652,7.4,0,3,0,83,3.5,Yes,Placed
1653,7.6,2,3,2,90,4.8,No,Placed
1654,8.2,1,2,1,81,4.3,Yes,Placed
1655,8.1,1,3,2,81,4.8,Yes,NotPlaced
1656,6.5,1,1,1,73,3.9,No,NotPlaced
1657,8.2,1,2,2,79,4.8,Yes,Placed
1658,8.1,2,3,1,75,4.8,Yes,NotPlaced
1659,8.5,0,1,0,82,4.5,Yes,NotPlaced
1660,7.8,1,2,0,73,4.1,Yes,NotPlaced
1661,8,1,2,0,78,3.8,No,NotPlaced
1662,8.6,1,3,2,90,4.5,Yes,NotPlaced
1663,8,1,3,2,90,4.5,Yes,Placed
1664,6.5,1,1,1,78,3.5,Yes,NotPlaced
1665,8.5,0,2,2,85,4.2,Yes,Placed
1666,8.6,1,2,0,87,4.8,Yes,Placed
1667,7.3,1,1,2,75,3.5,Yes,NotPlaced
1668,8,0,3,0,89,4.4,No,Placed
1669,8.3,1,3,0,86,4.4,Yes,Placed
1670,6.7,1,1,1,75,4.3,Yes,NotPlaced
1671,8.2,1,3,2,86,4.4,Yes,Placed
1672,8.4,1,2,0,80,3.3,No,NotPlaced
1673,6.6,0,1,1,71,3.5,No,NotPlaced
1674,6.5,0,1,0,83,4.1,Yes,NotPlaced
1675,6.6,1,2,1,70,4.6,Yes,NotPlaced
1676,7.5,1,2,1,74,4.7,Yes,Placed
1677,6.6,1,3,0,86,4.4,No,NotPlaced
1678,7,1,1,0,82,4.6,No,NotPlaced
1679,8.4,0,2,0,86,4.6,Yes,NotPlaced
1680,7.6,0,2,1,72,4.5,No,NotPlaced
1681,7.5,1,3,1,73,4.6,Yes,Placed
1682,8.3,1,2,1,82,4.4,Yes,Placed
1683,7.6,1,1,0,73,3.7,Yes,NotPlaced
1684,7.7,1,1,0,71,4.2,Yes,NotPlaced
1685,6.5,0,1,0,62,3.9,No,NotPlaced
1686,8.3,1,2,1,84,4.4,Yes,NotPlaced
1687,8.1,1,1,0,80,4.6,No,NotPlaced
1688,7.4,1,2,0,81,4.8,No,NotPlaced
1689,6.7,1,1,1,71,4.5,No,NotPlaced
1690,6.5,0,1,1,89,4.2,No,Placed
1691,8.2,2,3,2,90,4.8,No,Placed
1692,7.7,1,2,0,70,3.6,Yes,NotPlaced
1693,7.8,2,3,0,90,4.7,Yes,Placed
1694,7.5,2,1,0,78,4.2,Yes,NotPlaced
1695,7.5,1,1,1,80,4.6,No,NotPlaced
1696,8.4,1,3,0,85,3.9,Yes,Placed
1697,7.6,1,2,2,79,4.3,Yes,Placed
1698,7.5,0,2,2,79,4.6,Yes,Placed
1699,6.5,0,1,0,64,4.3,Yes,NotPlaced
1700,7.4,1,2,0,79,4.7,Yes,NotPlaced
1701,7.5,1,1,2,84,4.7,Yes,NotPlaced
1702,8.4,2,3,2,81,4.3,Yes,Placed
1703,8.2,2,3,2,88,4.8,Yes,Placed
1704,7,1,1,1,61,3.5,No,NotPlaced
1705,8.7,2,3,0,80,4.1,Yes,Placed
1706,6.6,2,1,1,77,3.4,No,NotPlaced
1707,8.1,1,3,2,90,4.8,Yes,Placed
1708,8.5,0,3,2,85,4.8,Yes,Placed
1709,6.5,1,2,0,63,4.3,No,NotPlaced
1710,8.1,2,3,2,90,4.7,Yes,Placed
1711,8.3,0,3,2,89,4.4,Yes,NotPlaced
1712,7.6,1,2,1,83,4.6,Yes,NotPlaced
1713,6.9,0,1,0,73,4.2,No,NotPlaced
1714,7.5,0,2,1,76,4.2,Yes,NotPlaced
1715,8.1,2,3,2,86,4.5,No,NotPlaced
1716,7.7,2,1,0,71,4.5,Yes,NotPlaced
1717,8,0,3,2,83,4.7,Yes,Placed
1718,6.7,1,1,1,64,4.2,Yes,NotPlaced
1719,8.5,2,3,2,88,4.8,Yes,Placed
1720,7.7,1,2,0,74,4.7,Yes,Placed
1721,7.6,1,2,1,74,4.4,Yes,Placed
1722,8.2,0,1,1,79,3.9,Yes,NotPlaced
1723,8.5,2,3,2,87,4.8,Yes,Placed
1724,8.8,1,3,0,72,4.1,Yes,Placed
1725,8.2,1,3,2,82,4.5,Yes,Placed
1726,8.1,1,3,2,90,4.8,Yes,Placed
1727,8.5,2,3,2,90,4.8,Yes,Placed
1728,6.5,1,1,0,71,4.5,No,NotPlaced
1729,8.2,2,3,2,87,4.7,No,Placed
1730,7.9,2,3,2,90,4.8,Yes,Placed
1731,6.9,1,1,1,79,3.5,No,NotPlaced
1732,6.6,1,1,1,60,4,No,NotPlaced
1733,7.6,0,2,2,82,4.7,No,Placed
1734,7.6,1,3,2,90,4.4,No,Placed
1735,7.7,0,1,1,67,4.8,No,NotPlaced
1736,7.8,1,1,2,81,3.9,Yes,NotPlaced
1737,8.5,2,3,2,90,4.8,Yes,Placed
1738,8.4,0,1,0,86,4.3,Yes,Placed
1739,6.9,1,3,1,78,4.5,Yes,Placed
1740,7.8,2,3,2,73,4.6,No,NotPlaced
1741,7.5,1,2,0,81,4.4,Yes,NotPlaced
1742,8.2,0,3,0,86,4.3,No,Placed
1743,8.3,0,1,0,80,3.9,Yes,NotPlaced
1744,7.7,1,3,0,78,4.7,Yes,Placed
1745,7.5,1,1,0,78,3.8,Yes,NotPlaced
1746,8.5,0,3,0,88,4.8,Yes,Placed
1747,7.4,2,2,1,72,3.5,No,NotPlaced
1748,6.5,1,1,0,65,4.5,Yes,NotPlaced
1749,7.5,1,1,1,61,4.2,No,NotPlaced
1750,6.5,2,1,0,75,4.3,Yes,NotPlaced
1751,7.8,1,1,0,73,3.9,Yes,Placed
1752,7.2,0,1,1,79,4.1,Yes,Placed
1753,8.3,0,3,2,90,4.8,Yes,Placed
1754,8.1,2,3,2,90,4.6,Yes,Placed
1755,6.5,1,1,2,71,3.7,No,NotPlaced
1756,8.1,2,3,0,88,4.5,No,Placed
1757,7.8,2,3,2,90,4.8,Yes,Placed
1758,7.5,1,1,0,83,4.4,Yes,NotPlaced
1759,7.9,1,1,1,79,4.1,Yes,NotPlaced
1760,8.1,2,3,2,82,4.5,Yes,NotPlaced
1761,7.4,1,2,1,69,4.1,Yes,NotPlaced
1762,7.5,1,1,1,70,3.8,Yes,NotPlaced
1763,8.1,0,3,0,81,4.5,Yes,Placed
1764,8.5,2,3,2,90,4.8,Yes,Placed
1765,8.3,2,3,2,90,4.5,Yes,Placed
1766,7.5,1,2,0,65,4.7,Yes,NotPlaced
1767,7.6,1,2,0,77,4.3,Yes,NotPlaced
1768,8.3,2,3,2,90,4.8,Yes,Placed
1769,8.6,2,3,1,86,4.8,No,Placed
1770,7.8,0,2,0,79,4.1,Yes,NotPlaced
1771,8.4,1,2,3,75,3.8,Yes,NotPlaced
1772,8.4,0,3,2,90,4.3,Yes,Placed
1773,7.4,2,1,1,65,3.2,Yes,NotPlaced
1774,8.5,1,3,1,72,4.5,Yes,NotPlaced
1775,7.4,0,1,0,75,3.8,No,NotPlaced
1776,8.3,2,3,2,90,4.8,Yes,Placed
1777,8.3,0,2,0,79,4.3,No,Placed
1778,8.2,1,3,0,77,3.4,Yes,NotPlaced
1779,7.6,0,1,0,75,4,No,NotPlaced
1780,8.1,1,1,1,71,4.2,No,NotPlaced
1781,7.7,1,2,2,88,4.6,Yes,Placed
1782,8.4,2,3,2,80,4.5,Yes,Placed
1783,6.5,1,1,1,76,3.8,No,NotPlaced
1784,8.6,2,3,2,90,4.6,Yes,NotPlaced
1785,7.4,1,1,0,77,4.3,Yes,NotPlaced
1786,8.3,1,1,0,89,3.9,Yes,Placed
1787,7.5,1,3,0,88,4.8,No,Placed
1788,8.2,1,3,2,85,4.6,Yes,Placed
1789,6.7,2,1,2,72,4.5,Yes,NotPlaced
1790,7.7,2,1,0,80,3.8,Yes,Placed
1791,8.2,1,2,0,74,4.8,No,Placed
1792,7.5,1,1,1,76,4.5,No,NotPlaced
1793,7.6,1,1,0,60,4.2,No,NotPlaced
1794,8.5,2,3,2,90,4.8,Yes,Placed
1795,7.4,1,2,1,76,4.3,Yes,NotPlaced
1796,8.3,0,2,2,82,4.4,Yes,NotPlaced
1797,7.2,1,1,1,68,4,No,NotPlaced
1798,8.3,2,3,2,84,4.6,Yes,NotPlaced
1799,7.5,1,2,1,67,4.7,No,NotPlaced
1800,6.7,0,2,0,66,3.9,No,NotPlaced
1801,8.3,1,2,0,72,4.2,Yes,NotPlaced
1802,7.4,0,2,0,76,3.8,Yes,NotPlaced
1803,8.7,2,3,2,88,4.8,Yes,NotPlaced
1804,6.5,1,2,0,84,4.7,Yes,NotPlaced
1805,7.6,1,1,2,69,4,Yes,NotPlaced
1806,8.1,1,2,0,72,4.5,Yes,Placed
1807,8.2,0,3,2,90,4.8,Yes,Placed
1808,8.4,1,3,2,90,4.8,Yes,Placed
1809,7.7,0,1,2,78,4.6,Yes,Placed
1810,7.7,1,1,1,64,3.7,Yes,NotPlaced
1811,8.4,1,3,2,87,4.8,Yes,Placed
1812,8.3,1,1,2,78,4.5,Yes,Placed
1813,8.6,1,2,1,77,3.9,Yes,NotPlaced
1814,8,2,1,1,85,4.5,No,Placed
1815,8.6,2,3,0,81,4.7,Yes,Placed
1816,7.4,1,2,1,71,4,Yes,Placed
1817,8.4,2,3,2,90,4.8,Yes,Placed
1818,7.9,1,3,0,82,4.6,Yes,NotPlaced
1819,8.2,2,2,0,89,4.6,Yes,NotPlaced
1820,7.8,2,1,1,75,3.8,No,NotPlaced
1821,8.5,2,3,2,90,4.5,Yes,Placed
1822,8.4,2,3,2,89,4.4,Yes,Placed
1823,8.1,1,3,2,79,4.6,Yes,Placed
1824,7.8,0,1,0,73,4,No,NotPlaced
1825,7.8,0,3,1,88,4.6,Yes,Placed
1826,6.5,0,1,0,89,4.6,No,NotPlaced
1827,6.7,1,1,0,73,4.5,Yes,Placed
1828,7.5,1,1,1,69,4,Yes,NotPlaced
1829,8.1,2,3,2,74,4.2,Yes,Placed
1830,6.5,1,2,1,85,4,Yes,Placed
1831,8.2,2,3,2,90,4.8,Yes,Placed
1832,7.6,1,1,1,75,3.7,No,NotPlaced
1833,8.5,2,3,2,90,4.8,Yes,Placed
1834,7.6,0,2,0,77,3.7,Yes,Placed
1835,7.9,1,2,0,73,4.3,Yes,NotPlaced
1836,7.2,1,1,0,76,3.5,Yes,NotPlaced
1837,7.9,1,1,0,76,4.2,Yes,NotPlaced
1838,7.5,1,2,1,72,4.3,Yes,NotPlaced
1839,7.6,1,2,0,65,4.8,Yes,Placed
1840,6.9,1,2,0,73,4.2,No,NotPlaced
1841,7.7,1,1,0,69,3.8,No,NotPlaced
1842,7.3,0,1,1,74,3.8,Yes,NotPlaced
1843,7.9,1,2,0,84,4.1,Yes,Placed
1844,8.8,2,3,3,90,4.8,Yes,Placed
1845,6.7,1,1,2,78,4.3,No,NotPlaced
1846,8.4,2,3,0,79,4.6,No,NotPlaced
1847,8.2,2,3,0,90,4.8,Yes,Placed
1848,7.8,2,3,1,90,4.6,No,Placed
1849,6.5,1,1,0,60,3.6,No,NotPlaced
1850,7.6,1,1,0,76,4.6,No,NotPlaced
1851,7.8,1,1,0,86,4,Yes,Placed
1852,7.4,1,3,2,70,4.7,Yes,NotPlaced
1853,7.6,1,2,0,69,4.4,Yes,NotPlaced
1854,6.7,1,2,1,74,4.1,Yes,Placed
1855,7.3,1,2,2,84,4.4,Yes,Placed
1856,7.4,1,2,0,70,4.5,Yes,Placed
1857,6.5,1,1,0,70,4.7,Yes,Placed
1858,6.5,2,3,0,90,4.6,Yes,Placed
1859,7.7,1,1,1,73,4.3,No,NotPlaced
1860,6.6,1,2,0,78,4.4,No,NotPlaced
1861,8.1,1,3,0,90,4.6,Yes,Placed
1862,7.4,1,1,1,69,4.2,Yes,NotPlaced
1863,7.9,0,1,1,74,4.4,No,NotPlaced
1864,6.6,1,1,0,68,4.6,No,NotPlaced
1865,8.4,2,3,2,90,4.8,No,Placed
1866,6.7,0,2,0,83,4,Yes,NotPlaced
1867,7.7,1,1,0,65,3,No,NotPlaced
1868,6.7,1,1,0,80,3.5,No,NotPlaced
1869,7.4,1,1,1,75,3.7,No,NotPlaced
1870,8.7,2,3,2,90,4.6,Yes,Placed
1871,8,2,3,0,77,4.8,Yes,NotPlaced
1872,7.6,1,2,1,67,4.1,No,NotPlaced
1873,6.9,1,3,1,78,4.4,Yes,NotPlaced
1874,8.2,2,3,2,90,4.8,Yes,Placed
1875,6.5,0,3,2,86,4.6,Yes,NotPlaced
1876,7.7,2,1,1,80,4.7,Yes,Placed
1877,7.8,1,2,0,70,3.8,Yes,NotPlaced
1878,7.4,0,1,1,81,3.5,Yes,NotPlaced
1879,6.8,2,1,2,83,4.7,No,NotPlaced
1880,8.3,2,1,2,72,4,Yes,NotPlaced
1881,7.2,0,1,0,73,3.7,No,NotPlaced
1882,7.9,0,2,0,87,4.4,Yes,Placed
1883,7.7,1,1,1,78,3.3,No,NotPlaced
1884,7.4,1,1,0,69,4.4,No,NotPlaced
1885,8.2,2,3,2,90,4.8,No,Placed
1886,7.7,1,2,0,85,3.7,Yes,NotPlaced
1887,7.4,1,2,0,80,4.2,Yes,Placed
1888,8.1,2,3,2,90,4.8,Yes,Placed
1889,7.3,0,2,0,81,4.2,Yes,NotPlaced
1890,6.5,1,1,0,74,4,Yes,NotPlaced
1891,8.3,0,1,3,77,4,Yes,NotPlaced
1892,7.7,1,2,2,75,4.7,Yes,NotPlaced
1893,8.1,0,1,0,83,4.2,Yes,NotPlaced
1894,8.2,1,1,1,71,3.5,No,NotPlaced
1895,7.5,0,1,0,66,4.3,No,NotPlaced
1896,8.6,2,1,0,87,4.4,Yes,Placed
1897,7.5,1,3,2,75,4.5,Yes,Placed
1898,8.2,1,1,0,71,3.8,No,NotPlaced
1899,6.9,1,3,1,84,4.4,Yes,Placed
1900,6.5,0,1,0,76,4.3,No,NotPlaced
1901,8.4,1,1,0,87,4.8,Yes,NotPlaced
1902,8.2,1,3,1,72,3.9,Yes,NotPlaced
1903,7.7,0,1,1,78,4.1,No,NotPlaced
1904,8.4,2,3,2,90,4.8,Yes,Placed
1905,8.4,1,3,2,90,4.6,Yes,Placed
1906,7.7,2,3,2,89,4.8,Yes,Placed
1907,7.7,1,3,1,84,4.7,No,NotPlaced
1908,7.6,1,1,1,72,3.3,Yes,NotPlaced
1909,6.7,1,2,0,75,4.8,Yes,Placed
1910,6.5,1,2,1,76,4.4,Yes,Placed
1911,7.5,1,1,0,64,3.4,No,NotPlaced
1912,7.1,1,3,0,81,4.2,Yes,Placed
1913,7.8,0,3,0,84,3.8,Yes,NotPlaced
1914,6.5,1,1,3,87,4.2,Yes,Placed
1915,7.5,0,3,1,76,4.4,Yes,Placed
1916,8.3,2,3,2,87,4.6,Yes,Placed
1917,8.1,1,1,2,90,4.8,Yes,Placed
1918,7.5,2,3,2,79,4.4,Yes,Placed
1919,7.4,2,1,3,66,3.9,No,NotPlaced
1920,8.2,0,3,2,90,4.8,Yes,Placed
1921,8.1,0,3,0,69,4.1,No,NotPlaced
1922,8.6,1,3,0,82,4.8,Yes,NotPlaced
1923,6.5,1,2,1,78,4.4,Yes,NotPlaced
1924,6.5,1,2,0,70,3.7,Yes,NotPlaced
1925,7.4,1,1,1,78,4.3,Yes,NotPlaced
1926,6.9,1,2,1,78,4.5,Yes,Placed
1927,7.7,2,2,2,84,3.9,Yes,Placed
1928,8.1,2,3,2,90,4.8,Yes,Placed
1929,7.9,2,1,2,88,3.6,No,NotPlaced
1930,8.3,2,3,2,90,4.8,Yes,Placed
1931,8.4,2,3,2,90,4.8,Yes,Placed
1932,6.9,1,3,2,90,4.8,Yes,Placed
1933,8.2,0,1,0,76,4.4,Yes,NotPlaced
1934,8.5,1,3,0,84,4.7,Yes,Placed
1935,8.4,2,3,2,90,4.8,Yes,Placed
1936,7.2,2,2,2,79,4.4,Yes,Placed
1937,8.6,2,3,2,89,4.8,No,Placed
1938,7.6,2,2,1,90,4.7,Yes,NotPlaced
1939,7.6,0,1,0,67,4.3,Yes,NotPlaced
1940,7.5,0,2,0,69,3.7,No,NotPlaced
1941,7.6,1,1,0,66,4.1,Yes,NotPlaced
1942,6.6,1,3,2,90,4.8,Yes,NotPlaced
1943,7.6,0,1,0,81,3.9,Yes,Placed
1944,8.3,1,3,2,85,4.1,Yes,Placed
1945,6.5,0,1,1,81,4,Yes,NotPlaced
1946,8.4,2,3,2,89,4.8,Yes,NotPlaced
1947,6.5,1,1,1,60,4,No,NotPlaced
1948,8.1,2,3,0,90,4.8,Yes,Placed
1949,7.3,0,1,0,85,4.4,No,NotPlaced
1950,7.7,1,1,1,79,4.3,No,NotPlaced
1951,7.5,1,1,0,77,4.2,Yes,NotPlaced
1952,8,1,1,2,80,4.7,Yes,NotPlaced
1953,7.8,0,2,0,86,4.1,Yes,NotPlaced
1954,8.5,2,3,2,90,4.8,Yes,Placed
1955,6.5,0,2,1,77,4.1,No,NotPlaced
1956,7.8,1,1,1,87,4.2,Yes,Placed
1957,7.7,1,1,0,79,4.3,Yes,Placed
1958,7.7,0,1,0,73,3.6,No,NotPlaced
1959,7.5,1,1,0,78,3.3,No,NotPlaced
1960,6.5,2,1,2,86,4.7,No,Placed
1961,8.3,2,3,0,77,4.1,Yes,NotPlaced
1962,7.8,1,2,0,90,4,Yes,NotPlaced
1963,8.4,2,3,2,90,4.8,Yes,Placed
1964,7.6,1,2,0,70,3.9,Yes,NotPlaced
1965,6.8,0,2,0,73,4.3,Yes,Placed
1966,6.8,0,1,0,70,3.3,No,NotPlaced
1967,6.6,1,1,1,72,4,No,NotPlaced
1968,6.5,0,1,0,86,3.9,No,NotPlaced
1969,6.5,0,1,0,79,4.2,Yes,Placed
1970,7.8,1,1,0,66,4.6,No,NotPlaced
1971,7.6,0,1,2,83,4.8,Yes,Placed
1972,7.7,1,2,2,75,4.6,No,Placed
1973,8.2,1,1,0,75,4.1,No,NotPlaced
1974,6.5,1,1,0,85,3.7,No,NotPlaced
1975,6.5,1,1,1,64,4,No,NotPlaced
1976,8.2,2,3,2,90,4.8,Yes,Placed
1977,8.1,0,3,2,83,4.6,No,Placed
1978,7.9,1,2,0,90,4.8,Yes,Placed
1979,7.3,1,1,1,70,3.8,No,NotPlaced
1980,8.3,2,3,0,88,4.8,Yes,NotPlaced
1981,8.4,1,3,2,88,4.5,Yes,Placed
1982,7.3,1,3,0,89,3.8,No,NotPlaced
1983,7.7,1,2,1,69,4.1,No,NotPlaced
1984,8.3,1,1,0,81,4.7,No,NotPlaced
1985,7.6,2,1,1,76,3.5,Yes,NotPlaced
1986,8,1,1,2,75,3.6,Yes,NotPlaced
1987,7.7,2,2,1,71,4.4,Yes,NotPlaced
1988,7.5,0,2,1,67,4.4,Yes,NotPlaced
1989,8.4,2,3,1,85,4.4,Yes,Placed
1990,6.6,0,2,1,78,4.5,No,NotPlaced
1991,6.6,1,1,1,85,4,Yes,Placed
1992,6.5,1,1,1,66,3.7,Yes,NotPlaced
1993,7,0,2,0,66,4.3,Yes,Placed
1994,7.6,2,1,0,77,4.2,Yes,Placed
1995,7.7,0,1,0,65,4.3,Yes,NotPlaced
1996,6.5,0,3,0,73,4.6,Yes,Placed
1997,7.7,1,2,0,79,4.1,Yes,NotPlaced
1998,8.1,2,3,0,87,4.4,Yes,Placed
1999,7.5,1,1,1,73,4.7,No,NotPlaced
2000,8,2,3,2,90,4.7,Yes,Placed
2001,7.7,2,1,0,65,3.8,No,NotPlaced
2002,8.1,1,2,0,83,4.6,Yes,NotPlaced
2003,8.2,1,2,2,74,4.4,Yes,Placed
2004,7.3,1,2,2,75,4.6,Yes,Placed
2005,6.7,1,2,0,76,4.8,Yes,Placed
2006,8,1,3,3,90,4.6,Yes,Placed
2007,7.3,1,1,0,69,3.9,Yes,NotPlaced
2008,8.2,1,3,2,79,4,Yes,NotPlaced
2009,8.5,2,3,0,76,4.8,Yes,Placed
2010,8.1,2,3,2,90,3.7,Yes,Placed
2011,7.2,0,1,1,73,3.4,Yes,NotPlaced
2012,8.1,1,3,2,90,4.8,Yes,Placed
2013,6.9,0,2,1,82,4.2,Yes,Placed
2014,7.9,1,2,0,75,3.8,No,NotPlaced
2015,6.5,1,2,1,62,4.4,Yes,NotPlaced
2016,7.7,0,3,2,84,4.8,Yes,Placed
2017,7.6,1,2,0,68,4.3,Yes,NotPlaced
2018,8.9,2,3,2,90,4.8,Yes,Placed
2019,8,0,3,2,90,4.7,Yes,Placed
2020,7.4,1,3,2,90,4.8,Yes,Placed
2021,7.4,1,1,1,70,3.2,Yes,NotPlaced
2022,6.9,1,1,2,78,4.6,Yes,NotPlaced
2023,8.1,2,1,0,82,4.4,No,NotPlaced
2024,8.3,2,3,0,90,4.8,Yes,Placed
2025,6.5,1,2,0,85,3.4,Yes,NotPlaced
2026,7.7,2,3,1,88,4.3,Yes,NotPlaced
2027,7.3,1,1,0,70,3.7,Yes,NotPlaced
2028,7.4,0,3,2,75,4.3,Yes,Placed
2029,8.2,2,3,2,89,4.8,Yes,Placed
2030,7.6,1,1,0,74,4.1,Yes,NotPlaced
2031,6.8,1,1,0,64,4.2,Yes,NotPlaced
2032,8.4,1,3,0,87,4.1,No,NotPlaced
2033,8.3,2,3,2,89,4.6,Yes,Placed
2034,6.9,1,1,1,67,4.5,Yes,NotPlaced
2035,8.2,1,2,2,86,4.2,Yes,NotPlaced
